"groupName","category","policyDisplayName","allowedEffects","defaultEffect","policyId"
"NIST_SP_800-53_R5_SC-7","API for FHIR,API Management,App Configuration,Cache,Cognitive Services,Cognitive Services,Cognitive Services,Compute,Container Registry,Container Registry,Cosmos DB,Cosmos DB,Data Factory,Event Grid,Event Grid,Event Hub,Internet of Things,Key Vault,Key Vault,Machine Learning,Network,Network,Network,Regulatory Compliance,Search,Search,Search,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Service Bus,SignalR,SQL,SQL,SQL,SQL,SQL,SQL,SQL,SQL,Storage,Storage,Storage,Storage,Storage,Synapse,VM Image Builder,Web PubSub","Azure API for FHIR should use private link,API Management services should use a virtual network,App Configuration should use private link,Azure Cache for Redis should use private link,Azure AI Services resources should restrict network access,Cognitive Services accounts should disable public network access,Cognitive Services should use private link,Disk access resources should use private link,Container registries should not allow unrestricted network access,Container registries should use private link,Azure Cosmos DB accounts should have firewall rules,CosmosDB accounts should use private link,Azure Data Factory should use private link,Azure Event Grid domains should use private link,Azure Event Grid topics should use private link,Event Hub namespaces should use private link,IoT Hub device provisioning service instances should use private link,Azure Key Vault should have firewall enabled,Azure Key Vaults should use private link,Azure Machine Learning workspaces should use private link,[Preview]: All Internet traffic should be routed via your deployed Azure Firewall,Azure Web Application Firewall should be enabled for Azure Front Door entry-points,Web Application Firewall (WAF) should be enabled for Application Gateway,Implement system boundary protection,Azure Cognitive Search service should use a SKU that supports private link,Azure Cognitive Search services should disable public network access,Azure Cognitive Search services should use private link,Adaptive network hardening recommendations should be applied on internet facing virtual machines,All network ports should be restricted on network security groups associated to your virtual machine,Authorized IP ranges should be defined on Kubernetes Services,Internet-facing virtual machines should be protected with network security groups,IP Forwarding on your virtual machine should be disabled,Management ports of virtual machines should be protected with just-in-time network access control,Management ports should be closed on your virtual machines,Non-internet-facing virtual machines should be protected with network security groups,Subnets should be associated with a Network Security Group,Azure Service Bus namespaces should use private link,Azure SignalR Service should use private link,Private endpoint connections on Azure SQL Database should be enabled,Private endpoint should be enabled for MariaDB servers,Private endpoint should be enabled for MySQL servers,Private endpoint should be enabled for PostgreSQL servers,Public network access on Azure SQL Database should be disabled,Public network access should be disabled for MariaDB servers,Public network access should be disabled for MySQL servers,Public network access should be disabled for PostgreSQL servers,[Preview]: Storage account public access should be disallowed,Azure File Sync should use private link,Storage accounts should restrict network access,Storage accounts should restrict network access using virtual network rules,Storage accounts should use private link,Azure Synapse workspaces should use private link,VM Image Builder templates should use private link,Azure Web PubSub Service should use private link","overr:Audit|Disabled,overr:Audit|Deny|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,param:Disabled|Deny|Audit,param:Audit|Disabled,param:Audit|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Manual|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:Audit|Deny|Disabled,overr:Audit|Deny|Disabled,overr:Audit|Deny|Disabled,param:disabled|deny|audit,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled","Audit,Audit,AuditIfNotExists,AuditIfNotExists,Audit,Audit,Audit,AuditIfNotExists,Audit,Audit,Audit,Audit,AuditIfNotExists,Audit,Audit,AuditIfNotExists,Audit,Audit,Audit,Audit,AuditIfNotExists,Audit,Audit,Manual,Audit,Audit,Audit,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Audit,Audit,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Audit,Audit,Audit,Audit,audit,AuditIfNotExists,Audit,Audit,AuditIfNotExists,Audit,Audit,Audit","1ee56206-5dd1-42ab-b02d-8aae8b1634ce,ef619a2c-cc4d-4d03-b2ba-8c94a834d85b,ca610c1d-041c-4332-9d88-7ed3094967c7,7803067c-7d34-46e3-8c79-0ca68fc4036d,037eea7a-bd0a-46c5-9a66-03aea78705d3,0725b4dd-7e76-479c-a735-68e7ee23d5ca,cddd188c-4b82-4c48-a19d-ddf74ee66a01,f39f5f49-4abf-44de-8c70-0756997bfb51,d0793b48-0edc-4296-a390-4c75d1bdfd71,e8eef0a8-67cf-4eb4-9386-14b0e78733d4,862e97cf-49fc-4a5c-9de4-40d4e2e7c8eb,58440f8a-10c5-4151-bdce-dfbaad4a20b7,8b0323be-cc25-4b61-935d-002c3798c6ea,9830b652-8523-49cc-b1b3-e17dce1127ca,4b90e17e-8448-49db-875e-bd83fb6f804f,b8564268-eb4a-4337-89be-a19db070c59d,df39c015-56a4-45de-b4a3-efe77bed320d,55615ac9-af46-4a59-874e-391cc3dfb490,a6abeaec-4d90-4a02-805f-6b26c4d3fbe9,45e05259-1eb5-4f70-9574-baf73e9d219b,fc5e4038-4584-4632-8c85-c0448d374b2c,055aa869-bc98-4af8-bafc-23f1ab6ffe2c,564feb30-bf6a-4854-b4bb-0d2d2d1e6c66,01ae60e2-38bb-0a32-7b20-d3a091423409,a049bf77-880b-470f-ba6d-9f21c530cf83,ee980b6d-0eca-4501-8d54-f6290fd512c3,0fda3595-9f2b-4592-8675-4231d6fa82fe,08e6af2d-db70-460a-bfe9-d5bd474ba9d6,9daedab3-fb2d-461e-b861-71790eead4f6,0e246bcf-5f6f-4f87-bc6f-775d4712c7ea,f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,bd352bd5-2853-4985-bf0d-73806b4a5744,b0f33259-77d7-4c9e-aac6-3aabcfae693c,22730e10-96f6-4aac-ad84-9383d35b5917,bb91dfba-c30d-4263-9add-9c2384e659a6,e71308d3-144b-4262-b144-efdc3cc90517,1c06e275-d63d-4540-b761-71f364c2111d,2393d2cf-a342-44cd-a2e2-fe0188fd1234,7698e800-9299-47a6-b3b6-5a0fee576eed,0a1302fb-a631-4106-9753-f3d494733990,7595c971-233d-4bcf-bd18-596129188c49,0564d078-92f5-4f97-8398-b9f58a51f70b,1b8ca024-1d5c-4dec-8995-b1a932b41780,fdccbe47-f3e3-4213-ad5d-ea459b2fa077,d9844e8a-1437-4aeb-a32c-0c992f056095,b52376f7-9612-48a1-81cd-1ffe4b61032c,4fa4b6c0-31ca-4c0d-b10d-24b96f62a751,1d320205-c6a1-4ac6-873d-46224024e8e2,34c877ad-507e-4c82-993e-3452a6e0ad3c,2a1a9cdf-e04d-429a-8416-3bfb72a1b26f,6edd7eda-6dd8-40f7-810d-67160c639cd9,72d11df1-dd8a-41f7-8925-b05b960ebafc,2154edb9-244f-4741-9970-660785bccdaa,eb907f70-7514-460d-92b3-a5ae93b4f917"
"NIST_SP_800-53_R5_SC-7(12)","Regulatory Compliance","Implement system boundary protection","overr:Manual|Disabled","Manual","01ae60e2-38bb-0a32-7b20-d3a091423409"
"NIST_SP_800-53_R5_SC-7(13)","Regulatory Compliance","Isolate SecurID systems, Security Incident Management systems","overr:Manual|Disabled","Manual","dd6d00a8-701a-5935-a22b-c7b9c0c698b2"
"NIST_SP_800-53_R5_SC-7(18)","Regulatory Compliance,Regulatory Compliance","Implement system boundary protection,Manage transfers between standby and active system components","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","01ae60e2-38bb-0a32-7b20-d3a091423409,df54d34f-65f3-39f1-103c-a0464b8615df"
"NIST_SP_800-53_R5_SC-7(20)","Regulatory Compliance","Ensure system capable of dynamic isolation of resources","overr:Manual|Disabled","Manual","83eea3d3-0d2c-9ccd-1021-2111b29b2a62"
"NIST_SP_800-53_R5_SC-7(21)","Regulatory Compliance","Employ boundary protection to isolate information systems","overr:Manual|Disabled","Manual","311802f9-098d-0659-245a-94c5d47c0182"
"NIST_SP_800-53_R5_SC-7(3)","API for FHIR,API Management,App Configuration,Cache,Cognitive Services,Cognitive Services,Cognitive Services,Compute,Container Registry,Container Registry,Cosmos DB,Cosmos DB,Data Factory,Event Grid,Event Grid,Event Hub,Internet of Things,Key Vault,Key Vault,Machine Learning,Network,Network,Network,Search,Search,Search,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Service Bus,SignalR,SQL,SQL,SQL,SQL,SQL,SQL,SQL,SQL,Storage,Storage,Storage,Storage,Storage,Synapse,VM Image Builder,Web PubSub","Azure API for FHIR should use private link,API Management services should use a virtual network,App Configuration should use private link,Azure Cache for Redis should use private link,Azure AI Services resources should restrict network access,Cognitive Services accounts should disable public network access,Cognitive Services should use private link,Disk access resources should use private link,Container registries should not allow unrestricted network access,Container registries should use private link,Azure Cosmos DB accounts should have firewall rules,CosmosDB accounts should use private link,Azure Data Factory should use private link,Azure Event Grid domains should use private link,Azure Event Grid topics should use private link,Event Hub namespaces should use private link,IoT Hub device provisioning service instances should use private link,Azure Key Vault should have firewall enabled,Azure Key Vaults should use private link,Azure Machine Learning workspaces should use private link,[Preview]: All Internet traffic should be routed via your deployed Azure Firewall,Azure Web Application Firewall should be enabled for Azure Front Door entry-points,Web Application Firewall (WAF) should be enabled for Application Gateway,Azure Cognitive Search service should use a SKU that supports private link,Azure Cognitive Search services should disable public network access,Azure Cognitive Search services should use private link,Adaptive network hardening recommendations should be applied on internet facing virtual machines,All network ports should be restricted on network security groups associated to your virtual machine,Authorized IP ranges should be defined on Kubernetes Services,Internet-facing virtual machines should be protected with network security groups,IP Forwarding on your virtual machine should be disabled,Management ports of virtual machines should be protected with just-in-time network access control,Management ports should be closed on your virtual machines,Non-internet-facing virtual machines should be protected with network security groups,Subnets should be associated with a Network Security Group,Azure Service Bus namespaces should use private link,Azure SignalR Service should use private link,Private endpoint connections on Azure SQL Database should be enabled,Private endpoint should be enabled for MariaDB servers,Private endpoint should be enabled for MySQL servers,Private endpoint should be enabled for PostgreSQL servers,Public network access on Azure SQL Database should be disabled,Public network access should be disabled for MariaDB servers,Public network access should be disabled for MySQL servers,Public network access should be disabled for PostgreSQL servers,[Preview]: Storage account public access should be disallowed,Azure File Sync should use private link,Storage accounts should restrict network access,Storage accounts should restrict network access using virtual network rules,Storage accounts should use private link,Azure Synapse workspaces should use private link,VM Image Builder templates should use private link,Azure Web PubSub Service should use private link","overr:Audit|Disabled,overr:Audit|Deny|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,param:Disabled|Deny|Audit,param:Audit|Disabled,param:Audit|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:Audit|Deny|Disabled,overr:Audit|Deny|Disabled,overr:Audit|Deny|Disabled,param:disabled|deny|audit,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,param:Disabled|Deny|Audit,overr:Audit|Disabled","Audit,Audit,AuditIfNotExists,AuditIfNotExists,Audit,Audit,Audit,AuditIfNotExists,Audit,Audit,Audit,Audit,AuditIfNotExists,Audit,Audit,AuditIfNotExists,Audit,Audit,Audit,Audit,AuditIfNotExists,Audit,Audit,Audit,Audit,Audit,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Audit,Audit,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Audit,Audit,Audit,Audit,audit,AuditIfNotExists,Audit,Audit,AuditIfNotExists,Audit,Audit,Audit","1ee56206-5dd1-42ab-b02d-8aae8b1634ce,ef619a2c-cc4d-4d03-b2ba-8c94a834d85b,ca610c1d-041c-4332-9d88-7ed3094967c7,7803067c-7d34-46e3-8c79-0ca68fc4036d,037eea7a-bd0a-46c5-9a66-03aea78705d3,0725b4dd-7e76-479c-a735-68e7ee23d5ca,cddd188c-4b82-4c48-a19d-ddf74ee66a01,f39f5f49-4abf-44de-8c70-0756997bfb51,d0793b48-0edc-4296-a390-4c75d1bdfd71,e8eef0a8-67cf-4eb4-9386-14b0e78733d4,862e97cf-49fc-4a5c-9de4-40d4e2e7c8eb,58440f8a-10c5-4151-bdce-dfbaad4a20b7,8b0323be-cc25-4b61-935d-002c3798c6ea,9830b652-8523-49cc-b1b3-e17dce1127ca,4b90e17e-8448-49db-875e-bd83fb6f804f,b8564268-eb4a-4337-89be-a19db070c59d,df39c015-56a4-45de-b4a3-efe77bed320d,55615ac9-af46-4a59-874e-391cc3dfb490,a6abeaec-4d90-4a02-805f-6b26c4d3fbe9,45e05259-1eb5-4f70-9574-baf73e9d219b,fc5e4038-4584-4632-8c85-c0448d374b2c,055aa869-bc98-4af8-bafc-23f1ab6ffe2c,564feb30-bf6a-4854-b4bb-0d2d2d1e6c66,a049bf77-880b-470f-ba6d-9f21c530cf83,ee980b6d-0eca-4501-8d54-f6290fd512c3,0fda3595-9f2b-4592-8675-4231d6fa82fe,08e6af2d-db70-460a-bfe9-d5bd474ba9d6,9daedab3-fb2d-461e-b861-71790eead4f6,0e246bcf-5f6f-4f87-bc6f-775d4712c7ea,f6de0be7-9a8a-4b8a-b349-43cf02d22f7c,bd352bd5-2853-4985-bf0d-73806b4a5744,b0f33259-77d7-4c9e-aac6-3aabcfae693c,22730e10-96f6-4aac-ad84-9383d35b5917,bb91dfba-c30d-4263-9add-9c2384e659a6,e71308d3-144b-4262-b144-efdc3cc90517,1c06e275-d63d-4540-b761-71f364c2111d,2393d2cf-a342-44cd-a2e2-fe0188fd1234,7698e800-9299-47a6-b3b6-5a0fee576eed,0a1302fb-a631-4106-9753-f3d494733990,7595c971-233d-4bcf-bd18-596129188c49,0564d078-92f5-4f97-8398-b9f58a51f70b,1b8ca024-1d5c-4dec-8995-b1a932b41780,fdccbe47-f3e3-4213-ad5d-ea459b2fa077,d9844e8a-1437-4aeb-a32c-0c992f056095,b52376f7-9612-48a1-81cd-1ffe4b61032c,4fa4b6c0-31ca-4c0d-b10d-24b96f62a751,1d320205-c6a1-4ac6-873d-46224024e8e2,34c877ad-507e-4c82-993e-3452a6e0ad3c,2a1a9cdf-e04d-429a-8416-3bfb72a1b26f,6edd7eda-6dd8-40f7-810d-67160c639cd9,72d11df1-dd8a-41f7-8925-b05b960ebafc,2154edb9-244f-4741-9970-660785bccdaa,eb907f70-7514-460d-92b3-a5ae93b4f917"
"NIST_SP_800-53_R5_SC-7(4)","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Implement managed interface for each external service,Implement system boundary protection,Secure the interface to external systems","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","b262e1dd-08e9-41d4-963a-258909ad794b,01ae60e2-38bb-0a32-7b20-d3a091423409,ff1efad2-6b09-54cc-01bf-d386c4d558a8"
"NIST_SP_800-53_R5_SC-7(7)","Regulatory Compliance","Prevent split tunneling for remote devices","overr:Manual|Disabled","Manual","66e5cb69-9f1c-8b8d-8fbd-b832466d5aa8"
"NIST_SP_800-53_R5_SC-7(8)","Regulatory Compliance","Route traffic through authenticated proxy network","overr:Manual|Disabled","Manual","d91558ce-5a5c-551b-8fbb-83f793255e09"
"NIST_SP_800-53_R5_SC-8","App Service,App Service,App Service,App Service,App Service,App Service,Cache,Guest Configuration,HDInsight,Kubernetes,Regulatory Compliance,Regulatory Compliance,SQL,SQL,Storage","App Service apps should only be accessible over HTTPS,App Service apps should require FTPS only,App Service apps should use the latest TLS version,Function apps should only be accessible over HTTPS,Function apps should require FTPS only,Function apps should use the latest TLS version,Only secure connections to your Azure Cache for Redis should be enabled,Windows machines should be configured to use secure communication protocols,Azure HDInsight clusters should use encryption in transit to encrypt communication between Azure HDInsight cluster nodes,Kubernetes clusters should be accessible only over HTTPS,Protect data in transit using encryption,Protect passwords with encryption,Enforce SSL connection should be enabled for MySQL database servers,Enforce SSL connection should be enabled for PostgreSQL database servers,Secure transfer to storage accounts should be enabled","overr:Audit|Disabled|Deny,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled|Deny,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:disabled|deny|audit,overr:Manual|Disabled,overr:Manual|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,param:Disabled|Deny|Audit","Audit,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,Audit,audit,Manual,Manual,Audit,Audit,Audit","a4af4a39-4135-47fb-b175-47fbdf85311d,4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b,f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b,6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab,399b2637-a50f-4f95-96f8-3a145476eb15,f9d614c5-c173-4d56-95a7-b4437057d193,22bee202-a82f-4305-9a2a-6d7f44d4dedb,5752e6d6-1206-46d8-8ab1-ecc2f71a8112,d9da03a1-f3c3-412a-9709-947156872263,1a5b4dca-0b6f-4cf5-907c-56316bc1bf3d,b11697e8-9515-16f1-7a35-477d5c8a1344,b2d3e5a2-97ab-5497-565a-71172a729d93,e802a67a-daf5-4436-9ea6-f6d821dd0c5d,d158790f-bfb0-486c-8631-2dc6b4e8e6af,404c3081-a854-4457-ae30-26a93ef643f9"
"NIST_SP_800-53_R5_SC-8(1)","App Service,App Service,App Service,App Service,App Service,App Service,Cache,Guest Configuration,HDInsight,Kubernetes,Regulatory Compliance,SQL,SQL,Storage","App Service apps should only be accessible over HTTPS,App Service apps should require FTPS only,App Service apps should use the latest TLS version,Function apps should only be accessible over HTTPS,Function apps should require FTPS only,Function apps should use the latest TLS version,Only secure connections to your Azure Cache for Redis should be enabled,Windows machines should be configured to use secure communication protocols,Azure HDInsight clusters should use encryption in transit to encrypt communication between Azure HDInsight cluster nodes,Kubernetes clusters should be accessible only over HTTPS,Configure workstations to check for digital certificates,Enforce SSL connection should be enabled for MySQL database servers,Enforce SSL connection should be enabled for PostgreSQL database servers,Secure transfer to storage accounts should be enabled","overr:Audit|Disabled|Deny,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled|Deny,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,overr:AuditIfNotExists|Disabled,param:Disabled|Deny|Audit,param:disabled|deny|audit,overr:Manual|Disabled,overr:Audit|Disabled,overr:Audit|Disabled,param:Disabled|Deny|Audit","Audit,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,Audit,audit,Manual,Audit,Audit,Audit","a4af4a39-4135-47fb-b175-47fbdf85311d,4d24b6d4-5e53-4a4f-a7f4-618fa573ee4b,f0e6e85b-9b9f-4a4b-b67b-f730d42f1b0b,6d555dd1-86f2-4f1c-8ed7-5abae7c6cbab,399b2637-a50f-4f95-96f8-3a145476eb15,f9d614c5-c173-4d56-95a7-b4437057d193,22bee202-a82f-4305-9a2a-6d7f44d4dedb,5752e6d6-1206-46d8-8ab1-ecc2f71a8112,d9da03a1-f3c3-412a-9709-947156872263,1a5b4dca-0b6f-4cf5-907c-56316bc1bf3d,26daf649-22d1-97e9-2a8a-01b182194d59,e802a67a-daf5-4436-9ea6-f6d821dd0c5d,d158790f-bfb0-486c-8631-2dc6b4e8e6af,404c3081-a854-4457-ae30-26a93ef643f9"
"NIST_SP_800-53_R5_SI-1","Regulatory Compliance","Review and update information integrity policies and procedures","overr:Manual|Disabled","Manual","6bededc0-2985-54d5-4158-eb8bad8070a0"
"NIST_SP_800-53_R5_SI-10","Regulatory Compliance","Perform information input validation","overr:Manual|Disabled","Manual","8b1f29eb-1b22-4217-5337-9207cb55231e"
"NIST_SP_800-53_R5_SI-11","Regulatory Compliance,Regulatory Compliance","Generate error messages,Reveal error messages","overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual","c2cb4658-44dc-9d11-3dad-7c6802dd5ba3,20762f1e-85fb-31b0-a600-e833633f10fe"
"NIST_SP_800-53_R5_SI-12","Regulatory Compliance,Regulatory Compliance,Regulatory Compliance","Control physical access,Manage the input, output, processing, and storage of data,Review label activity and analytics","overr:Manual|Disabled,overr:Manual|Disabled,overr:Manual|Disabled","Manual,Manual,Manual","55a7f9a0-6397-7589-05ef-5ed59a8149e7,e603da3a-8af7-4f8a-94cb-1bcc0e0333d2,e23444b9-9662-40f3-289e-6d25c02b48fa"
"NIST_SP_800-53_R5_SI-16","Guest Configuration,Security Center","Windows Defender Exploit Guard should be enabled on your machines,Azure Defender for servers should be enabled","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists","bed48b13-6647-468e-aa2f-1af1d3f4dd40,4da35fc9-c9e7-4960-aec9-797fe7d9051d"
"NIST_SP_800-53_R5_SI-2","App Service,App Service,Regulatory Compliance,Regulatory Compliance,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center,Security Center","App Service apps should use latest 'HTTP Version',Function apps should use latest 'HTTP Version',Incorporate flaw remediation into configuration management,Remediate information system flaws,A vulnerability assessment solution should be enabled on your virtual machines,Azure Defender for App Service should be enabled,Azure Defender for Azure SQL Database servers should be enabled,Azure Defender for Key Vault should be enabled,Azure Defender for Resource Manager should be enabled,Azure Defender for servers should be enabled,Azure Defender for SQL servers on machines should be enabled,Kubernetes Services should be upgraded to a non-vulnerable Kubernetes version,Microsoft Defender for Containers should be enabled,Microsoft Defender for Storage should be enabled,SQL databases should have vulnerability findings resolved,System updates on virtual machine scale sets should be installed,System updates should be installed on your machines,Vulnerabilities in security configuration on your machines should be remediated,Vulnerabilities in security configuration on your virtual machine scale sets should be remediated","overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Manual|Disabled,overr:Manual|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:Audit|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled,overr:AuditIfNotExists|Disabled","AuditIfNotExists,AuditIfNotExists,Manual,Manual,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,Audit,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists,AuditIfNotExists","8c122334-9d20-4eb8-89ea-ac9a705b74ae,e2c1c086-2d84-4019-bff3-c44ccd95113c,34aac8b2-488a-2b96-7280-5b9b481a317a,be38a620-000b-21cf-3cb3-ea151b704c3b,501541f7-f7e7-4cd6-868c-4190fdad3ac9,2913021d-f2fd-4f3d-b958-22354e2bdbcb,7fe3b40f-802b-4cdd-8bd4-fd799c948cc2,0e6763cc-5078-4e64-889d-ff4d9a839047,c3d20c29-b36d-48fe-808b-99a87530ad99,4da35fc9-c9e7-4960-aec9-797fe7d9051d,6581d072-105e-4418-827f-bd446d56421b,fb893a29-21bb-418c-a157-e99480ec364c,1c988dd6-ade4-430f-a608-2a3e5b0a6d38,640d2586-54d2-465f-877f-9ffc1d2109f4,feedbf84-6b99-488c-acc2-71c829aa5ffc,c3f317a7-a95c-4547-b7e7-11017ebdf2fe,86b3d65f-7626-441e-b690-81a8b71cff60,e1e5fd5d-3e4c-4ce1-8661-7d1873ae6b15,3c735d8a-a4ba-4a3a-b7cf-db7754cf57f4"
